8;0.7;0.716;61749;61930
2;0.097;0.097;979;1536
9;0.435;0.436;8062;15309
9;0.31;0.31;238;592
15;0.682;0.682;4008;6465
13;0.503;0.503;42;64
7;0.279;0.28;1887;2025
10;0.436;0.436;3792;3904
4;0.592;0.605;45840;76247
3;0.325;0.332;32308;34434
4;0.464;0.474;41010;59841
4;0.603;0.613;43693;77617
4;0.32;0.328;26165;28194
4;0.447;0.457;36869;45344
4;0.153;0.153;1;4
4;0.321;0.324;12343;15645
4;0.155;0.155;13;16
18;0.667;0.667;3;20
13;4.103;4.171;483427;483441
13;3.976;4.028;483431;483505
11;0.454;0.454;12;22
12;0.561;0.562;4454;7033
9;0.366;0.366;1273;2658
7;0.95;0.954;23521;78796
2;0.072;0.072;209;248
12;0.417;0.417;1218;1761
8;0.469;0.47;6803;12662
12;0.425;0.425;673;698
13;0.576;0.577;5895;9643
9;0.33;0.33;3019;3040
10;0.424;0.423;2695;2704
10;0.369;0.37;2764;2780
3;0.101;0.101;1;3
3;0.106;0.106;1;3
5;0.178;0.178;152;182
5;0.176;0.176;1;5
5;0.188;0.188;1;5
5;0.173;0.173;1;5
8;0.282;0.281;152;241
4;0.184;0.184;2538;2868
3;0.324;0.327;19967;24638
11;0.392;0.392;57;122
11;0.401;0.401;71;86
8;0.264;0.264;61;95
13;0.485;0.485;1;13
6;0.218;0.218;1;6
7;0.283;0.283;1;7
1;0.033;0.033;2;2
2;0.118;0.117;2182;2183
2;0.071;0.071;54;55
10;1.275;1.28;24288;104475
2;0.736;0.735;83173;92584
2;1.241;1.242;113040;141985
6;0.262;0.262;670;801
6;0.283;0.283;817;843
6;0.251;0.252;1532;1832
10;0.475;0.475;34;67
10;0.355;0.355;1;10
3;0.208;0.209;5898;8063
20;0.819;0.819;1223;3578
3;3.827;3.889;486021;488855
1;3.52;3.525;483427;483427
2;5.514;5.511;711842;824646
8;1.007;1.03;112906;114409
5;3.146;3.197;351766;530190
12;0.456;0.456;3;15
3;0.118;0.118;41;43
11;0.45;0.45;14;24
7;3.821;3.878;483429;483441
5;3.789;3.866;483428;483447
8;0.342;0.342;6;25
79;2.892;2.892;91;318
41;5.038;5.087;483512;484068
24;0.933;0.933;201;292
5;0.177;0.177;509;514
4;0.159;0.159;1831;1838
6;0.26;0.26;1;6
16;4.23;4.282;483649;483800
19;4.402;4.399;483427;483445
17;4.084;4.15;483663;483812
19;0.817;0.817;27;48
6;0.292;0.292;250;266
19;0.834;0.834;1;19
3;7.049;7.112;720630;1057799
8;1.095;1.11;111809;112802
8;4.885;4.95;360537;817127
8;1.128;1.134;25581;98618
8;0.315;0.315;30;37
7;0.24;0.24;71;86
13;1.118;1.122;16407;72286
5;3.596;3.654;483429;483569
5;0.254;0.255;4131;4160
5;3.135;3.178;255803;413735
5;0.815;0.827;111676;112233
5;1.673;1.728;237721;271159
4;0.152;0.152;207;261
4;0.145;0.145;2;5
1;0.04;0.04;71;71
11;0.417;0.417;21;40
11;0.49;0.491;6696;10617
8;0.354;0.353;2568;7703
12;0.449;0.449;8;20
4;0.137;0.137;55;58
12;0.477;0.477;1;12
3;0.121;0.121;1606;1746
2;0.087;0.086;1798;2001
6;0.238;0.238;458;1521
23;2.981;2.991;33511;225889
18;0.719;0.719;1580;2866
23;0.826;0.826;29;53
2;0.078;0.078;70;81
2;0.073;0.073;98;109
2;0.07;0.07;70;81
11;0.401;0.401;52;99
10;0.362;0.362;11;23
6;0.259;0.259;18;37
4;0.231;0.232;3555;9851
7;0.271;0.271;1578;1836
26;1.027;1.027;58;125
4;0.156;0.156;360;484
4;0.415;0.42;16409;30772
4;0.454;0.458;23206;37785
7;0.301;0.301;1501;2130
7;0.256;0.256;109;191
7;0.257;0.257;7;13
8;0.303;0.303;3;10
3;3.66;3.727;483427;483429
6;0.233;0.233;26;42
3;0.441;0.442;18496;37520
1;0.167;0.167;16046;16046
3;0.11;0.11;7;10
3;0.113;0.113;5;7
3;0.108;0.108;17;19
3;0.194;0.195;5543;6022
4;6.434;6.52;711904;959222
8;4.257;4.324;571363;594827
7;3.461;3.513;358180;569646
2;5.397;5.399;711842;824646
8;2.217;2.255;341221;341229
4;3.183;3.233;351390;520391
1;0.035;0.035;17;17
1;0.486;0.485;60776;60776
1;0.454;0.454;60776;60776
22;0.835;0.835;70;114
17;0.613;0.613;415;702
15;0.619;0.62;4416;11039
14;0.501;0.501;34;47
14;0.498;0.498;42;117
8;0.293;0.293;493;611
9;0.348;0.348;905;1049
2;0.927;0.929;115206;121291
5;2.481;2.517;181583;327168
16;0.66;0.661;3980;8057
7;0.252;0.252;290;591
13;0.536;0.537;3643;6712
36;2.637;2.648;40315;134287
54;1.975;1.975;105;161
123;4.465;4.465;2;124
2;5.632;5.689;711842;824646
7;2.705;2.737;341225;341256
3;2.827;2.861;351271;483517
3;6.77;6.833;720630;1057799
6;0.884;0.908;111499;112039
6;4.634;4.691;358421;795526
10;0.398;0.398;66;162
4;0.165;0.165;215;326
6;0.371;0.37;3843;9603
1;0.037;0.037;52;52
1;0.266;0.265;31808;31808
1;0.111;0.112;8937;8937
3;6.667;6.735;720630;1057799
7;0.949;0.965;112246;113575
7;4.431;4.493;366694;766221
2;5.354;5.354;711842;824646
4;2.245;2.296;341219;341224
4;2.351;2.39;355963;378440
3;0.106;0.106;9;11
3;0.11;0.11;1;3
2;0.251;0.25;14221;16917
23;0.828;0.828;7;30
5;3.508;3.572;483427;483433
7;0.291;0.291;90;106
8;0.291;0.291;5;16
2;3.694;3.694;483427;483428
4;1.834;1.862;135394;230449
6;0.281;0.281;1096;1248
5;4.124;4.183;490011;571303
5;4.095;4.152;490600;566835
6;0.216;0.216;1;6
4;0.141;0.141;1;4
6;0.203;0.203;21;63
6;0.213;0.213;37;42
3;0.118;0.118;154;158
6;0.245;0.245;1;6
22;0.787;0.787;493;535
8;0.279;0.279;25;93
11;0.422;0.422;282;380
14;1.21;1.214;16971;95043
3;3.413;3.474;483437;483646
3;0.137;0.138;3400;3402
4;0.24;0.239;969;2793
19;0.687;0.687;227;315
23;0.913;0.913;3598;3652
4;0.144;0.144;480;1049
14;0.529;0.529;208;221
14;0.586;0.585;3477;3490
3;6.608;6.616;720630;1057799
6;0.871;0.882;111558;112076
6;4.299;4.363;358464;755458
4;0.143;0.143;5;8
1;0.037;0.037;1;1
6;0.227;0.227;5;10
20;0.742;0.742;849;1126
19;0.675;0.675;92;168
16;0.564;0.564;14;47
3;0.105;0.105;581;655
5;0.224;0.224;3772;4529
4;0.169;0.169;30;37
12;0.436;0.436;36;50
7;0.291;0.291;444;595
12;0.423;0.423;53;77
14;0.566;0.567;1082;3502
12;2.377;2.405;111673;221318
12;1.291;1.302;43419;77308
6;0.254;0.254;217;288
5;2.049;2.073;121241;252059
5;0.229;0.229;717;920
7;0.253;0.253;5;16
7;0.239;0.239;30;38
6;0.255;0.255;1445;2732
18;0.672;0.672;21;273
14;0.525;0.525;34;58
11;0.374;0.374;37;60
